Class_0_Probability,Class_1_Probability,Class_2_Probability,Class_3_Probability,Class_4_Probability,Class_5_Probability,Class_6_Probability,Class_7_Probability,Class_8_Probability,Class_9_Probability,True Label
0.003594646,0.00359461,0.0035946118,0.9676423,0.003594608,0.0035946118,0.003594608,0.003594608,0.0036007292,0.003594651,3
0.0036765202,0.0037698115,0.003676473,0.003676473,0.003676473,0.003676473,0.003676473,0.003676473,0.96681833,0.003676522,8
0.0100534335,0.008277327,0.0076932455,0.007680172,0.0076908832,0.0076797907,0.007680424,0.0080036735,0.9235779,0.011663065,8
0.9673464,0.0036243398,0.0036240772,0.0036240995,0.0036240565,0.0036240546,0.0036240546,0.0036240546,0.0036580332,0.0036268104,0
0.003824847,0.003824847,0.0039646327,0.003825347,0.0039374116,0.0038293744,0.9653189,0.003824847,0.003824847,0.003824847,6
0.0045122574,0.005074884,0.0045237397,0.004528335,0.0045425585,0.0049697286,0.9582578,0.0045128856,0.004512223,0.0045656227,6
0.003629473,0.967292,0.003644879,0.0036308942,0.0036294712,0.003649876,0.0036294712,0.0036294712,0.0036294712,0.003634939,1
0.0035887284,0.0035887284,0.0035887284,0.0035888192,0.003588737,0.0035887284,0.9677013,0.0035887284,0.0035887284,0.0035887284,6
0.0039012106,0.0039012088,0.0039170505,0.96453965,0.0039139013,0.004197535,0.0039121527,0.0039147767,0.0039012064,0.0039012064,3
0.003730559,0.0038838112,0.0037305502,0.0037305502,0.0037305502,0.0037305502,0.0037305502,0.0037305502,0.0037305502,0.9662719,1
0.94299966,0.005948887,0.005961251,0.007195471,0.006300973,0.006256185,0.0074742604,0.0059494716,0.0059614666,0.0059524425,0
0.0036630728,0.0037419521,0.0036630728,0.0036630728,0.0036630728,0.0036630728,0.0036630728,0.0036630728,0.0036630763,0.9669535,9
0.003701746,0.0037017602,0.003751449,0.0037470243,0.003704322,0.96656436,0.0037018377,0.0037211655,0.0037044883,0.0037018165,5
0.0035886313,0.0035886313,0.0035886313,0.0035886313,0.0035886313,0.0035886313,0.0035886313,0.9677023,0.0035886313,0.0035886313,7
0.0035886313,0.003588633,0.0035886313,0.0035886313,0.0035886313,0.0035886313,0.0035886313,0.0035886313,0.003588633,0.9677023,9
0.003588908,0.0035891852,0.0035889149,0.003588908,0.003588908,0.003588908,0.0035889114,0.003588908,0.9676994,0.003588908,8
0.0036097714,0.0036097714,0.0036097988,0.0036318016,0.0036097714,0.96748996,0.0036097714,0.0036097714,0.0036097746,0.0036097714,5
0.0037661563,0.0037506365,0.0037538963,0.0037904314,0.003836138,0.0037612785,0.0037507312,0.96609235,0.0037485322,0.0037499515,7
0.003594939,0.0036009299,0.003594939,0.003594939,0.003594939,0.003594939,0.0035949475,0.003594939,0.967639,0.003595496,8
0.0036390824,0.003639098,0.0036392023,0.0036918416,0.0036390964,0.0036391588,0.9671952,0.0036391916,0.0036390824,0.0036390824,6
0.0035886725,0.0035886725,0.0035886725,0.0035886725,0.0035887,0.0035886895,0.0035886725,0.9677019,0.0035886725,0.0035886725,7
0.9677023,0.0035886313,0.0035886313,0.0035886313,0.0035886313,0.0035886313,0.0035886313,0.0035886313,0.0035886313,0.0035886313,0
0.0048675556,0.0048126294,0.006462989,0.0048126294,0.9549785,0.0048126318,0.0048127165,0.0048130355,0.004814594,0.0048126294,4
0.003588641,0.0035886513,0.003588641,0.003588641,0.003588641,0.003588641,0.003588641,0.003588641,0.003588641,0.9677022,9
0.0035904744,0.0035904744,0.0035923463,0.0035904744,0.9676838,0.0035904811,0.0035904744,0.003590507,0.0035904744,0.0035904744,5
0.042573854,0.031450663,0.03428783,0.03609351,0.035396952,0.3060929,0.03149474,0.034341067,0.031440206,0.4168283,2
