Class_0_Probability,Class_1_Probability,Class_2_Probability,Class_3_Probability,Class_4_Probability,Class_5_Probability,Class_6_Probability,Class_7_Probability,Class_8_Probability,Class_9_Probability,True Label
0.0052781636,0.0052781384,0.0052781664,0.9524968,0.0052781384,0.0052781384,0.0052781384,0.0052781384,0.0052781384,0.0052781384,3
0.0052780947,0.00527809,0.00527809,0.00527809,0.00527809,0.00527809,0.00527809,0.00527809,0.9524971,0.00527809,8
0.008131267,0.0069718827,0.006910453,0.0069142273,0.0069102556,0.0069107204,0.0069099823,0.0077272337,0.93568367,0.0069302428,8
0.95241755,0.005286008,0.005286008,0.005286008,0.005286046,0.005286008,0.005286008,0.005286008,0.0052943476,0.005286008,0
0.005281824,0.005281824,0.005282844,0.005281829,0.0052847187,0.0052818465,0.9524595,0.005281824,0.005281824,0.005281824,6
0.0060677994,0.007025184,0.006067802,0.0060689948,0.0060678744,0.0060681757,0.9444237,0.0060677994,0.006067802,0.0060748807,6
0.005278114,0.952497,0.005278107,0.005278107,0.005278107,0.0052781194,0.005278107,0.005278107,0.005278107,0.005278107,1
0.005278448,0.005278448,0.005278448,0.005278448,0.0052788286,0.005278448,0.95249367,0.005278448,0.005278448,0.005278448,6
0.0061693797,0.006169371,0.0062024575,0.9434081,0.006202141,0.0068944264,0.006169418,0.0064459103,0.006169371,0.006169371,3
0.0053450675,0.95182276,0.0053450675,0.0053450675,0.0053450675,0.0053450675,0.0053450675,0.0053450675,0.0053450675,0.0054167323,1
0.92903197,0.007536646,0.007536901,0.00896808,0.0075553562,0.009107079,0.0075391517,0.0075366753,0.007651375,0.0075368364,0
0.007460025,0.01080466,0.007460025,0.007460025,0.007460025,0.007460025,0.007460025,0.007460025,0.007460025,0.9295151,9
0.0053339065,0.0053339065,0.005347534,0.005335812,0.0053776563,0.9519355,0.0053340592,0.0053339247,0.0053339065,0.0053339065,5
0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.9524971,0.005278087,0.005278087,7
0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.9524971,9
0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.9524971,0.005278087,8
0.0052786362,0.0052786362,0.0052786362,0.0052792155,0.0052786362,0.9524917,0.0052786362,0.0052786362,0.0052786362,0.0052786362,5
0.0055423323,0.0054571894,0.005456903,0.0055548013,0.0054591727,0.0054640663,0.0054568797,0.95069474,0.005456848,0.005457067,7
0.005278174,0.005278267,0.005278174,0.005278174,0.005278174,0.005278174,0.005278174,0.005278174,0.9524964,0.005278174,8
0.005278126,0.005278126,0.005278126,0.0052781613,0.005278128,0.005278126,0.9524968,0.005278126,0.005278126,0.005278126,6
0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.9524971,0.005278087,0.005278087,7
0.9524971,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0
0.0052782292,0.005278169,0.0052781943,0.005278169,0.9524964,0.005278169,0.005278169,0.005278169,0.005278169,0.005278169,4
0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.9524971,9
0.0052780947,0.0052780947,0.0052781026,0.0052780947,0.9524971,0.0052780947,0.0052780947,0.0052780947,0.0052780947,0.0052780947,5
0.0053288154,0.0053285128,0.9519897,0.0053285155,0.0053287772,0.0053717345,0.0053285128,0.0053287977,0.0053285128,0.0053381235,2
0.005278087,0.005278087,0.005278087,0.005278087,0.9524971,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,4
0.9524971,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0
0.0052829823,0.0052844565,0.0052829823,0.0052830256,0.0052829823,0.0052829823,0.0052829823,0.0052866363,0.0052829823,0.9524481,9
0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.9524971,0.005278087,0.005278087,0.005278087,6
0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.005278087,0.9524971,0.005278087,0.005278087,0.005278087,6
0.0053518014,0.0053518014,0.0054307682,0.0053518014,0.005351809,0.9517548,0.0053518014,0.0053518014,0.0053518014,0.0053518014,5
0.0054161865,0.00541592,0.005415985,0.00541592,0.95110714,0.005415923,0.00541592,0.0054161116,0.0055649383,0.00541592,4
0.0052781,0.0052781,0.0052781026,0.0052781026,0.0052781,0.9524971,0.0052781,0.005278105,0.0052781,0.0052781,5
