Class_0_Probability,Class_1_Probability,Class_2_Probability,Class_3_Probability,Class_4_Probability,Class_5_Probability,Class_6_Probability,Class_7_Probability,Class_8_Probability,Class_9_Probability,True Label
0.08534076,0.08534061,0.08534062,0.23190826,0.085340604,0.08534062,0.085340604,0.085340604,0.08536655,0.08534079,3
0.08539281,0.08577597,0.08539262,0.08539262,0.08539262,0.08539262,0.08539262,0.08539262,0.23108271,0.08539282,8
0.09123205,0.08811786,0.0869733,0.08694688,0.086968526,0.08694611,0.0869474,0.087590165,0.20459256,0.093685165,8
0.23160906,0.08536069,0.08535959,0.085359685,0.0853595,0.08535949,0.08535949,0.08535949,0.08550193,0.085371085,0
0.085483395,0.085483395,0.08603336,0.08548539,0.08592752,0.08550146,0.22963525,0.085483395,0.085483395,0.085483395,6
0.08585341,0.08767485,0.08589239,0.08590797,0.08595613,0.08734748,0.22362499,0.085855536,0.085853286,0.08603393,6
0.08536296,0.23155434,0.08542758,0.08536893,0.08536295,0.08544849,0.08536295,0.08536295,0.08536295,0.08538591,1
0.08533681,0.08533681,0.08533681,0.08533719,0.08533685,0.08533681,0.23196831,0.08533681,0.08533681,0.08533681,6
0.08552822,0.08552821,0.08559016,0.22891259,0.08557786,0.086654276,0.08557103,0.08558127,0.0855282,0.0855282,3
0.08542619,0.08604286,0.08542616,0.08542616,0.08542616,0.08542616,0.08542616,0.08542616,0.08542616,0.23054788,1
0.2136934,0.08644117,0.08647323,0.0894298,0.087333746,0.08722252,0.09003924,0.08644268,0.086473785,0.08645038,0
0.085384205,0.08570983,0.085384205,0.085384205,0.085384205,0.085384205,0.085384205,0.085384205,0.08538421,0.2312165,9
0.08540844,0.085408494,0.08561221,0.08559416,0.08541906,0.23083198,0.085408814,0.08548831,0.08541975,0.085408725,5
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,0.085336745,7
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,9
