Class_0_Probability,Class_1_Probability,Class_2_Probability,Class_3_Probability,Class_4_Probability,Class_5_Probability,Class_6_Probability,Class_7_Probability,Class_8_Probability,Class_9_Probability,True Label
0.045305993,0.040354304,0.27318352,0.3145537,0.06843746,0.08821992,0.042761493,0.043439843,0.04336282,0.040380895,3
0.003845329,0.0038924264,0.0037827045,0.0037836933,0.0037803065,0.0037802,0.00378335,0.0037798074,0.9657688,0.0038034213,8
0.058217436,0.054585133,0.06601724,0.13046399,0.06491091,0.060833666,0.05777738,0.06356615,0.3822538,0.06137427,8
0.25793317,0.043201767,0.17172225,0.044360127,0.07051216,0.04333501,0.045426626,0.04286198,0.23743692,0.04321,0
0.043020353,0.043008033,0.16483511,0.1113689,0.10785468,0.0583277,0.34236225,0.043173283,0.043041877,0.04300784,6
0.023821112,0.023768099,0.03548008,0.032536432,0.10164392,0.024975188,0.68617666,0.024056498,0.023773124,0.023768844,6
0.0068178955,0.007900296,0.006903189,0.010291,0.006817704,0.9332362,0.00740251,0.006818377,0.0068177558,0.006994997,1
0.038337316,0.037265312,0.1636405,0.050529875,0.45272258,0.041419476,0.0944096,0.046446968,0.037941426,0.03728696,6
0.032547634,0.03246939,0.059327442,0.55935866,0.059126414,0.11851208,0.035628036,0.038023025,0.032525457,0.0324819,3
0.021875963,0.16802476,0.021673411,0.02202178,0.0217288,0.021938492,0.02216745,0.02153446,0.021487806,0.65754706,1
0.092122585,0.038891528,0.41690677,0.054789443,0.18271245,0.04296869,0.03957189,0.043424886,0.049679063,0.03893275,0
0.0070296256,0.0096343085,0.0070326393,0.008184862,0.007065826,0.0072801323,0.0076086083,0.007733388,0.0071591213,0.93127143,9
0.037203252,0.037014466,0.08176757,0.04560971,0.17234634,0.062317275,0.4520348,0.037375256,0.03735823,0.036973055,5
0.00358958,0.0035895475,0.0035905677,0.0035899773,0.003590145,0.0035951128,0.0035895493,0.96768636,0.0035895475,0.0035895596,7
0.005163884,0.0060233544,0.00520359,0.005556259,0.005170709,0.0053662006,0.0053103124,0.005419988,0.005182589,0.95160323,9
0.056064844,0.04820626,0.12714124,0.08700421,0.1990551,0.055953354,0.07176679,0.05218805,0.2537923,0.048827834,8
0.024518494,0.024534872,0.025405351,0.26161593,0.024553891,0.5386652,0.02647318,0.024866512,0.024740506,0.02462605,5
0.021932214,0.021847943,0.0584162,0.03473784,0.026754657,0.032110263,0.022643998,0.7377548,0.02189938,0.02190271,7
0.010382162,0.020509172,0.009405186,0.009401694,0.009415547,0.009391765,0.009404797,0.00939443,0.90184927,0.010846032,8
0.045298632,0.04530966,0.061822895,0.13174175,0.31238648,0.11668672,0.14014347,0.05601258,0.045300636,0.04529715,6
0.0036346056,0.0036345085,0.0036514974,0.0036395586,0.0036391318,0.0036623804,0.0036346402,0.9672346,0.0036345187,0.0036345674,7
0.10823368,0.017409787,0.75239146,0.017409964,0.017504286,0.0174098,0.017411638,0.017409787,0.0174098,0.017409787,0
0.036838822,0.025369639,0.18795066,0.025788795,0.59592944,0.025389189,0.025507921,0.02580228,0.026048893,0.025374321,4
0.005116946,0.006297589,0.0051314575,0.0052637947,0.0051471046,0.0051189377,0.005707865,0.0051055183,0.0051083695,0.9520024,9
0.018472645,0.018232368,0.044143815,0.019624889,0.7891333,0.02782155,0.018841665,0.027272066,0.018229464,0.018228238,5
0.027563453,0.021849796,0.7054148,0.024864541,0.10717242,0.023081625,0.024061045,0.02212388,0.022009404,0.021858983,2
0.0036712212,0.0036551878,0.0037113077,0.0036553184,0.9670263,0.0036556686,0.003659019,0.0036555713,0.003655186,0.003655186,4
0.009818992,0.007944239,0.014690043,0.007992484,0.9197166,0.007973033,0.007972055,0.008003871,0.007944501,0.007944248,0
0.004270888,0.00484668,0.00427362,0.0044155386,0.0042709187,0.0043162424,0.004270862,0.004319868,0.0042710654,0.96074426,9
0.035783034,0.03554931,0.4475418,0.049374785,0.06481989,0.0428143,0.21776773,0.035152286,0.036066674,0.035130218,6
0.03635205,0.03612996,0.49810043,0.05945123,0.074539006,0.13322309,0.046169616,0.043796167,0.03612239,0.036116086,6
0.03997771,0.039880067,0.077614374,0.10042222,0.16578119,0.40609837,0.043439087,0.046846528,0.040096354,0.039844237,5
0.042813342,0.04219565,0.125939,0.10365613,0.39132607,0.051185843,0.109274246,0.04295024,0.04873064,0.041928887,4
0.0042132023,0.00421322,0.004416352,0.004723644,0.0042133424,0.96133596,0.004243427,0.004214197,0.004213363,0.00421321,5
0.009659346,0.009829674,0.010579084,0.021565596,0.009638578,0.0104292985,0.009647286,0.010014508,0.009794971,0.8988418,9
0.018784048,0.018918809,0.023130298,0.77252334,0.021358151,0.06359939,0.019213717,0.023921473,0.018965341,0.019585418,2
0.029644514,0.029519923,0.15122294,0.035335165,0.57938474,0.039447427,0.0368593,0.03954188,0.029524216,0.029519923,4
0.03498125,0.36041656,0.029829036,0.030242478,0.030968133,0.030358138,0.030218389,0.032029822,0.029334804,0.3916213,1
0.004077571,0.00409864,0.004173854,0.0041990606,0.00406119,0.0041123866,0.0041716355,0.0040872716,0.0040610665,0.9629574,9
0.008444055,0.008442327,0.009165726,0.017343773,0.008587649,0.91342247,0.008572593,0.009066046,0.008513212,0.008442138,5
0.71216685,0.067004,0.028916324,0.026570627,0.02593217,0.024345119,0.026248176,0.023748096,0.027802633,0.037266057,4
0.0071788607,0.007188452,0.008990682,0.008333339,0.010051568,0.0073007625,0.92938185,0.0072041303,0.0071880543,0.0071823774,6
0.0043706507,0.0043706507,0.0043967483,0.004449738,0.004370711,0.959679,0.004371063,0.0052500684,0.004370665,0.004370657,5
0.009153308,0.009187617,0.016873684,0.011489335,0.009858905,0.009947625,0.90601987,0.009150725,0.009168191,0.009150812,6
0.78205127,0.017391408,0.017488014,0.01731632,0.0201126,0.017310621,0.017311178,0.019037273,0.073084846,0.018896375,0
0.046440076,0.044398464,0.07150836,0.3348374,0.050903976,0.080160506,0.055780057,0.06506823,0.049386296,0.20151666,9
0.01720272,0.0172024,0.018653976,0.7716357,0.01766344,0.087834306,0.01779334,0.017567452,0.017238982,0.01720767,3
0.025241848,0.025375169,0.026177306,0.1185996,0.025395304,0.6552247,0.026391998,0.0256813,0.027279915,0.044632897,9
0.042495605,0.042010542,0.17423825,0.050036058,0.2546051,0.05489319,0.047930557,0.24958035,0.04220181,0.04200856,7
0.025617894,0.02548947,0.052876342,0.033713583,0.6695567,0.02660595,0.0892217,0.025817936,0.025614051,0.025486376,6
0.0130631635,0.013110259,0.013640639,0.0264271,0.013036984,0.017849972,0.014032562,0.0143380845,0.014758348,0.859743,9
0.0608055,0.04608407,0.08103307,0.061213,0.13769752,0.04814233,0.05007001,0.37612703,0.07088154,0.067945965,8
0.049164053,0.050682954,0.1006498,0.16083692,0.049286038,0.15873018,0.18530169,0.14192379,0.052962296,0.050462335,0
0.02057367,0.020553427,0.024799,0.7454166,0.022856202,0.074112825,0.026534816,0.02359737,0.02071752,0.020838588,3
0.006207081,0.004753696,0.0047653634,0.0047522476,0.004767993,0.004751065,0.004751672,0.004759173,0.95565253,0.004839242,8
0.10711191,0.041043304,0.13561171,0.045395184,0.087124504,0.041898057,0.04452164,0.04494807,0.40948704,0.042858616,8
0.0048405463,0.004841158,0.004847674,0.005479427,0.004888105,0.005785833,0.0048412713,0.95479226,0.0048405486,0.0048431787,7
0.0054910975,0.00548157,0.0062532057,0.0060751894,0.0057577905,0.0061623445,0.0055819256,0.9481963,0.00551158,0.0054889093,7
0.042714268,0.042439077,0.18080364,0.2061593,0.053224966,0.28200018,0.064170144,0.042700134,0.04335358,0.042434707,4
0.038776893,0.03827801,0.20724094,0.06788041,0.4078217,0.07364783,0.050505977,0.039263766,0.03830704,0.038277417,6
0.0048379987,0.0048373523,0.0048986487,0.005220271,0.0056588072,0.0050136694,0.0049923635,0.9548632,0.0048396154,0.0048379702,7
0.0355837,0.035583522,0.037029147,0.31518885,0.03607538,0.32293186,0.036733985,0.10968278,0.03560576,0.035585083,3
0.003763932,0.0037716702,0.0037887748,0.0037863273,0.0038800358,0.0037755265,0.9659307,0.0037642731,0.0037733484,0.0037654042,6
0.05088703,0.045963533,0.14821635,0.30543303,0.088987336,0.16140893,0.06250067,0.045054145,0.04527903,0.046270005,3
0.020884754,0.021287855,0.029521521,0.04936172,0.03033289,0.027907243,0.75562555,0.022708498,0.020921748,0.021448262,6
0.033888746,0.033739135,0.56237334,0.06314482,0.082441,0.06245348,0.055447422,0.03892335,0.033815783,0.033772975,2
0.0105856955,0.89353573,0.010730945,0.010945641,0.011341699,0.010429544,0.014183313,0.010303668,0.0108900415,0.017053664,1
0.768288,0.01753001,0.08737594,0.017606111,0.021396931,0.01762652,0.017538909,0.017530527,0.017577251,0.017529862,2
0.019055257,0.02081798,0.019579211,0.72893906,0.019145276,0.1156753,0.019104855,0.019108845,0.019052653,0.01952158,3
0.014421767,0.014232254,0.021345193,0.017122518,0.018313702,0.025419865,0.014560615,0.84580845,0.01427721,0.014498414,7
0.036370125,0.022729889,0.69948566,0.02401422,0.10059821,0.023869552,0.024079487,0.0229194,0.023241216,0.022692336,2
