Class_0_Probability,Class_1_Probability,Class_2_Probability,Class_3_Probability,Class_4_Probability,Class_5_Probability,Class_6_Probability,Class_7_Probability,Class_8_Probability,Class_9_Probability,True Label
0.0025374573,0.0025165405,0.002524014,0.9762042,0.0025168369,0.0029256202,0.00253591,0.0025253866,0.0031304408,0.0025834234,3
0.0017275504,0.0017744158,0.0017234398,0.0017234407,0.0017234398,0.0017234398,0.0017234407,0.0017234398,0.9844338,0.001723526,8
0.013608933,0.008930095,0.0070295017,0.007070501,0.007028332,0.0070145978,0.0073355236,0.0071510593,0.92311925,0.011712199,8
0.9831662,0.0018580685,0.0018505828,0.0018506207,0.0018491821,0.0018487023,0.0018489712,0.0018486469,0.0019910387,0.0018879634,0
0.0027352404,0.0027352662,0.0030147918,0.0034572259,0.003214321,0.0027639193,0.9738743,0.0027350069,0.0027350017,0.002734956,6
0.0019145148,0.0019154297,0.0019170407,0.0020317,0.0019709696,0.0020074535,0.9824974,0.0019145897,0.0019145212,0.0019163232,6
0.0018180538,0.9834743,0.0018181222,0.0018180555,0.0018180521,0.0018180573,0.0018180521,0.0018180521,0.0018180521,0.0019812395,1
0.0017887421,0.0017872886,0.001789516,0.0018065328,0.0018844828,0.0017923734,0.9837891,0.0017873746,0.0017872902,0.0017872918,6
0.0034660038,0.003461092,0.003928735,0.9660113,0.0038776407,0.0046246382,0.0038239763,0.0038848843,0.003460899,0.0034608429,3
0.001958116,0.002298442,0.0019573823,0.001957358,0.001957343,0.0019573532,0.0019577025,0.0019573907,0.001957347,0.9820416,1
0.9728141,0.0028311545,0.0028704957,0.0028777083,0.0035308555,0.0036603615,0.002896105,0.0028371967,0.0028504545,0.0028314919,0
0.0021664482,0.00282358,0.0021664419,0.0021664605,0.0021664419,0.0021664419,0.0021665534,0.002166449,0.0021665131,0.9798447,9
0.0019599933,0.0019600112,0.0019871038,0.0019650569,0.0022136965,0.9820255,0.0020028169,0.001965667,0.0019600417,0.001960097,5
