Class_0_Probability,Class_1_Probability,Class_2_Probability,Class_3_Probability,Class_4_Probability,Class_5_Probability,Class_6_Probability,Class_7_Probability,Class_8_Probability,Class_9_Probability,True Label
0.01035069,0.01035069,0.01035069,0.9068438,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,3
0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.9068438,0.01035069,8
0.011873391,0.011160441,0.0111485,0.011148522,0.0111485105,0.011148516,0.0111485,0.011150558,0.8987106,0.011362429,8
0.9068394,0.010351124,0.010351124,0.010351124,0.010351608,0.010351124,0.010351124,0.010351124,0.010351124,0.010351124,0
0.014707724,0.014707724,0.014722402,0.014711826,0.022000607,0.014707913,0.8603187,0.014707724,0.014707724,0.014707724,6
0.014956709,0.022852762,0.014956709,0.01495673,0.014956709,0.014956709,0.8574913,0.014956709,0.014956709,0.014958992,6
0.01035069,0.9068438,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,1
0.010351097,0.010351097,0.010351097,0.010351097,0.010351545,0.010351097,0.9068396,0.010351097,0.010351097,0.010351097,6
0.015093994,0.015093994,0.015834184,0.8562887,0.0150940735,0.022215853,0.015093994,0.015097285,0.015093994,0.015093994,3
0.010366917,0.9066795,0.010366917,0.010366917,0.010366917,0.010366917,0.010366917,0.010366917,0.010366917,0.0103850495,1
0.90338665,0.010691275,0.0106913,0.010753529,0.010691509,0.011011512,0.010699221,0.010691275,0.010692427,0.010691275,0
0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.9068438,9
0.010350689,0.010350689,0.010350689,0.010350689,0.010350689,0.9068437,0.010350689,0.010350689,0.010350689,0.010350689,5
0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.9068438,0.01035069,0.01035069,7
0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.9068438,9
0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.9068438,0.01035069,8
0.010350689,0.010350689,0.010350689,0.010350689,0.010350689,0.9068437,0.010350689,0.010350689,0.010350689,0.010350689,5
0.010352302,0.0103522735,0.010352037,0.010352041,0.010352051,0.01035297,0.010352031,0.90683025,0.010352031,0.010352031,7
0.010350734,0.010350783,0.010350734,0.010350734,0.010350734,0.010350734,0.010350734,0.010350734,0.9068433,0.010350734,8
0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.9068438,0.01035069,0.01035069,0.01035069,6
0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.01035069,0.9068438,0.01035069,0.01035069,7
0.010363502,0.010356745,0.010356745,0.9067825,0.010356745,0.010356745,0.010356745,0.010356745,0.010356745,0.010356745,0
0.010350708,0.010350708,0.0103507275,0.010350708,0.9068436,0.010350708,0.010350708,0.010350708,0.010350708,0.010350708,4
