Class_0_Probability,Class_1_Probability,Class_2_Probability,Class_3_Probability,Class_4_Probability,Class_5_Probability,Class_6_Probability,Class_7_Probability,Class_8_Probability,Class_9_Probability,True Label
0.08533685,0.08533677,0.08533686,0.23196892,0.08533677,0.08533677,0.08533677,0.08533677,0.08533677,0.08533677,3
0.085336775,0.08533675,0.08533675,0.08533675,0.08533675,0.08533675,0.08533675,0.08533675,0.2319693,0.08533675,8
0.088735096,0.08614631,0.08599968,0.08600872,0.08599921,0.08600032,0.08599856,0.08786891,0.22119612,0.08604704,8
0.23190898,0.08534055,0.08534055,0.08534055,0.085340664,0.08534055,0.08534055,0.08534055,0.08536645,0.08534055,0
0.08533854,0.08533854,0.085341714,0.085338555,0.08534753,0.08533862,0.23194084,0.08533854,0.08533854,0.08533854,6
0.08568359,0.08813412,0.08568361,0.08568684,0.08568379,0.08568461,0.2263734,0.08568359,0.0856836,0.08570283,6
0.085336775,0.23196916,0.08533676,0.08533676,0.08533676,0.08533679,0.08533676,0.08533676,0.08533676,0.08533676,1
0.08533692,0.08533692,0.08533692,0.08533692,0.0853381,0.08533692,0.23196657,0.08533692,0.08533692,0.08533692,6
0.08572552,0.08572551,0.0858138,0.22571489,0.08581296,0.087578654,0.085725635,0.08645207,0.08572551,0.08572551,3
0.08536874,0.23146218,0.08536874,0.08536874,0.08536874,0.08536874,0.08536874,0.08536874,0.08536874,0.08558786,1
0.21774736,0.086202405,0.08620297,0.08913642,0.086243555,0.089400694,0.08620792,0.08620247,0.08645344,0.08620283,0
0.086168826,0.09253658,0.086168826,0.086168826,0.086168826,0.086168826,0.086168826,0.086168826,0.086168826,0.21811286,9
0.08536346,0.08536346,0.085405394,0.085369326,0.085497774,0.23154627,0.08536393,0.08536351,0.08536346,0.08536346,5
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,0.085336745,7
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,9
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,8
0.08533701,0.08533701,0.08533701,0.08533881,0.08533701,0.23196514,0.08533701,0.08533701,0.08533701,0.08533701,5
0.08567702,0.085422106,0.08542125,0.085714094,0.08542808,0.08544281,0.08542117,0.23063064,0.08542108,0.08542173,7
0.08533679,0.08533707,0.08533679,0.08533679,0.08533679,0.08533679,0.08533679,0.08533679,0.23196864,0.08533679,8
0.08533677,0.08533677,0.08533677,0.08533688,0.08533677,0.08533677,0.23196901,0.08533677,0.08533677,0.08533677,6
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,0.085336745,7
0.2319693,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0
0.085336976,0.08533679,0.08533687,0.08533679,0.2319687,0.08533679,0.08533679,0.08533679,0.08533679,0.08533679,4
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,9
0.085336745,0.085336745,0.08533677,0.085336745,0.23196924,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,5
0.08536182,0.08536089,0.23158692,0.0853609,0.085361704,0.08549372,0.08536089,0.085361764,0.08536089,0.0853905,2
0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,4
0.2319693,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0
0.08533911,0.08534369,0.08533911,0.08533923,0.08533911,0.08533911,0.08533911,0.08535047,0.08533911,0.23193204,9
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,0.085336745,0.085336745,6
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,0.085336745,0.085336745,6
0.085371934,0.085371934,0.08561296,0.085371934,0.085371956,0.23141156,0.085371934,0.085371934,0.085371934,0.085371934,5
0.08540284,0.08540203,0.08540222,0.08540203,0.23093285,0.08540204,0.08540203,0.08540261,0.08584936,0.08540203,4
