Class_0_Probability,Class_1_Probability,Class_2_Probability,Class_3_Probability,Class_4_Probability,Class_5_Probability,Class_6_Probability,Class_7_Probability,Class_8_Probability,Class_9_Probability,True Label
0.08533675,0.08533675,0.08533675,0.23196913,0.08533675,0.08533678,0.08533675,0.08533675,0.085336804,0.08533675,3
0.08534476,0.085337825,0.08533777,0.08533777,0.08533777,0.08533777,0.08533777,0.08533777,0.23195297,0.08533777,8
0.087612055,0.08582563,0.08566979,0.08567242,0.08570047,0.08566894,0.08566843,0.085699,0.22663829,0.08584501,8
0.2319542,0.085337706,0.085337706,0.08533786,0.08534129,0.085337706,0.085337706,0.085337706,0.08533889,0.085339256,0
0.08568935,0.08568935,0.08797721,0.08568946,0.08571149,0.08588799,0.226287,0.08568935,0.08568935,0.08568935,6
0.08571129,0.08838515,0.08571135,0.085712686,0.085712515,0.08571653,0.2259157,0.08571131,0.08571129,0.08571224,6
0.08533685,0.2319677,0.08533686,0.08533685,0.08533685,0.08533686,0.08533685,0.08533685,0.08533685,0.08533751,1
0.08533681,0.08533681,0.08533681,0.08533681,0.08533721,0.08533681,0.23196834,0.08533681,0.08533681,0.08533681,6
0.08554721,0.08554721,0.08562085,0.22860287,0.08555775,0.08691503,0.08556351,0.085551105,0.08554721,0.08554721,3
0.08585576,0.2235047,0.08585576,0.08585576,0.08585576,0.08585576,0.085855775,0.08585576,0.08585576,0.089649215,1
0.22690932,0.08565256,0.08565329,0.08580023,0.08653544,0.08679852,0.08569099,0.085652575,0.08565452,0.08565258,0
0.08534074,0.08536791,0.08534074,0.08534074,0.08534074,0.08534074,0.08534074,0.08534074,0.08534074,0.2319063,9
0.08533731,0.08533731,0.08534111,0.085337386,0.08533732,0.23196034,0.08533731,0.08533731,0.08533731,0.08533731,5
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,0.085336745,7
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,9
0.08533677,0.08533677,0.08533689,0.08533677,0.08533677,0.08533677,0.08533677,0.08533677,0.23196901,0.08533677,8
0.08533675,0.08533675,0.08533675,0.08533677,0.08533675,0.2319693,0.08533675,0.08533675,0.08533675,0.08533675,5
0.085403875,0.085393034,0.0854417,0.08542347,0.08539646,0.08555034,0.0853849,0.23123805,0.085382886,0.085385226,7
0.0853368,0.08533684,0.08533679,0.08533679,0.08533679,0.08533679,0.08533695,0.08533679,0.2319687,0.08533682,8
0.085336864,0.085336864,0.08533687,0.08533765,0.08533688,0.085336864,0.23196745,0.085336864,0.085336864,0.085336864,6
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,0.085336745,7
0.2319693,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0
0.085348815,0.08534829,0.08542666,0.08534829,0.23178646,0.0853483,0.0853483,0.08534829,0.08534829,0.08534829,4
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,9
0.085336804,0.085336804,0.085337184,0.085336804,0.23196839,0.08533681,0.085336804,0.085336804,0.085336804,0.085336804,5
0.08774851,0.08628149,0.21641026,0.08628149,0.08787389,0.09026041,0.08628149,0.08628892,0.08628149,0.086292006,2
0.08533675,0.08533676,0.08533676,0.08533675,0.23196927,0.08533675,0.08533675,0.08533675,0.08533675,0.08533675,4
0.23196803,0.08533683,0.085336834,0.08533683,0.08533736,0.08533683,0.08533683,0.08533683,0.08533683,0.08533683,0
0.08538389,0.08556632,0.08538389,0.0853844,0.08538389,0.08538401,0.08538389,0.085523814,0.08538389,0.23122199,9
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,0.085336745,0.085336745,6
0.08533677,0.08533677,0.08533677,0.085336834,0.08533677,0.085336834,0.23196895,0.08533679,0.08533677,0.08533677,6
0.08581275,0.08581275,0.08922043,0.085857965,0.0858149,0.22423023,0.08581275,0.08581275,0.08581275,0.08581275,5
0.08536413,0.08536405,0.08536716,0.08536406,0.2315368,0.08536445,0.08536405,0.08536425,0.085547075,0.08536405,4
0.085337274,0.085337274,0.08533797,0.08533768,0.085337274,0.23196095,0.08533978,0.085337274,0.085337274,0.085337274,5
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,9
0.0895478,0.11565596,0.089729786,0.13358697,0.089548014,0.0899515,0.115982756,0.08954782,0.08960524,0.09684419,2
0.08533675,0.08533675,0.08533675,0.08533675,0.23196921,0.08533675,0.08533675,0.0853368,0.08533675,0.08533675,4
0.08533853,0.23194118,0.085338525,0.085338525,0.085338525,0.085338585,0.085338525,0.085338525,0.085338525,0.08535059,1
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,9
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,0.085336745,0.085336745,0.085336745,5
0.08550407,0.08535812,0.08535812,0.08535812,0.23163073,0.08535812,0.08535812,0.085358344,0.08535812,0.08535812,4
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,0.085336745,0.085336745,6
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,0.085336745,0.085336745,0.085336745,5
0.085336775,0.085336894,0.085336775,0.085336775,0.085336775,0.085336775,0.23196891,0.085336775,0.08533682,0.085336775,6
0.23196678,0.0853369,0.085336916,0.0853369,0.085337974,0.0853369,0.0853369,0.0853369,0.0853369,0.0853369,0
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,9
0.08534234,0.08534234,0.085375376,0.23188075,0.08534235,0.085347466,0.08534235,0.08534234,0.08534234,0.08534234,3
0.08538971,0.08542056,0.0853897,0.085600056,0.08538975,0.085458286,0.08539028,0.0853897,0.0854421,0.23112984,9
0.08534847,0.08534847,0.08534849,0.08534847,0.085427694,0.0853493,0.08534847,0.23178375,0.08534847,0.08534847,7
0.085515,0.085515,0.08582142,0.08573538,0.08620072,0.08553778,0.2291296,0.085515,0.085515,0.085515,6
0.08534286,0.085342675,0.085342675,0.085342675,0.085342675,0.085342675,0.085342735,0.08534268,0.08538292,0.23187539,9
0.085633345,0.08558441,0.08552401,0.08558906,0.08552399,0.085554406,0.08625403,0.08552399,0.22898552,0.08582716,8
0.08533832,0.0853385,0.08533929,0.085338324,0.08533832,0.08533904,0.23194453,0.08534699,0.08533832,0.085338406,0
0.08706293,0.08706296,0.087063245,0.2011904,0.08706292,0.10167439,0.08710199,0.08765513,0.08706293,0.08706311,3
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,8
0.085719645,0.08538545,0.08538545,0.08538545,0.08538545,0.085385494,0.08538545,0.08538545,0.2311966,0.08538545,8
0.085337155,0.085337155,0.085337155,0.085339904,0.085337155,0.08533719,0.085337155,0.2319628,0.085337155,0.085337155,7
0.08533675,0.08533675,0.08533675,0.08533675,0.08533675,0.08533675,0.085336775,0.23196927,0.08533675,0.08533675,7
0.08889441,0.08886921,0.0889185,0.14106408,0.08889839,0.14115928,0.089939125,0.089592114,0.09374032,0.088924535,4
0.08533703,0.08533703,0.08533717,0.08533822,0.2319649,0.08533703,0.0853376,0.08533703,0.08533703,0.08533703,6
0.08533715,0.08533715,0.085337326,0.08533715,0.08533975,0.08533715,0.08533715,0.23196284,0.08533715,0.08533715,7
0.08554752,0.08554752,0.08554752,0.22859535,0.08554752,0.0870236,0.085548446,0.08554754,0.08554752,0.08554752,3
0.085359976,0.085359976,0.085518844,0.085359976,0.085359976,0.08536004,0.23160124,0.085359976,0.085359976,0.085359976,6
0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,3
0.08545292,0.08562783,0.085454054,0.08553798,0.08545292,0.08599238,0.23012257,0.08545292,0.08545352,0.08545293,6
0.08568285,0.08568285,0.22639395,0.08568794,0.085682884,0.08792029,0.08590004,0.08568342,0.08568285,0.08568285,2
0.0853369,0.23196678,0.085336916,0.085337,0.0853369,0.0853369,0.0853375,0.0853369,0.085337296,0.08533691,1
