Class_0_Probability,Class_1_Probability,Class_2_Probability,Class_3_Probability,Class_4_Probability,Class_5_Probability,Class_6_Probability,Class_7_Probability,Class_8_Probability,Class_9_Probability,True Label
0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,3
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,8
0.0867797,0.08558657,0.08556609,0.085566126,0.08556611,0.08556611,0.08556609,0.08556961,0.2283032,0.08593047,8
0.23196724,0.08533687,0.08533687,0.08533687,0.085337766,0.08533687,0.08533687,0.08533687,0.08533687,0.08533688,0
0.08637049,0.08637049,0.086389765,0.08637588,0.09450722,0.086370744,0.21450387,0.08637049,0.08637049,0.08637049,6
0.086416595,0.0950072,0.086416595,0.08641662,0.086416595,0.086416595,0.21365707,0.086416595,0.086416595,0.08641954,6
0.085336745,0.2319693,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,1
0.08533687,0.08533687,0.08533687,0.08533687,0.08533769,0.08533687,0.23196736,0.08533687,0.08533687,0.08533687,6
0.08644796,0.08644796,0.08737819,0.21323156,0.08644806,0.09425026,0.08644797,0.08645217,0.08644796,0.08644796,3
0.08534163,0.23189196,0.08534163,0.08534163,0.08534163,0.08534163,0.08534163,0.08534163,0.08534163,0.08537498,1
0.23037095,0.085437305,0.08543735,0.085548274,0.08543772,0.0860029,0.08545149,0.085437305,0.085439354,0.085437305,0
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,9
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,0.085336745,0.085336745,0.085336745,5
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,0.085336745,7
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,9
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,8
0.085336745,0.085336745,0.085336745,0.085336745,0.085336745,0.2319693,0.085336745,0.085336745,0.085336745,0.085336745,5
0.08533766,0.0853376,0.08533716,0.08533718,0.085337184,0.08533889,0.085337155,0.23196292,0.085337155,0.085337155,7
